DMC, Unknown, Unknown
lambda=  2.45010, T=   0.000, dT=  0.000, Date='2021-12-22 09:58:27'
   0.000   0.125 131.875 100000000., sample="Unknown"
 80392247866. 81264348304. 84396476983. 86236609881. 86938167016. 87000854040. 86971058733. 85492565840. 87396577098. 86497368585.
 85976084729. 87708831545. 86713888223. 87384592010. 85923795083. 87039899246. 87389718318. 86965476268. 85831290867. 85727344865.
 86687182094. 85839185568. 85605336942. 84813731904. 85542372093. 84141642072. 84375289214. 83209687572. 83442251963. 83318429440.
 82896620096. 82398397023. 82600243710. 81447256744. 81222576914. 80411444372. 81001445785. 80226846765. 80441629552. 79571017443.
 79025131327. 78705783286. 78704109767. 78140434810. 77886332162. 77213439943. 76743299088. 76484051986. 76660717723. 75689743040.
 75468877722. 75219657768. 74733692415. 73625772053. 73023654207. 72266626927. 71258452619. 70165046829. 67664479445. 66306889399.
 64354366080. 62548688013. 60115852197. 59243706290. 57142818619. 56860392973. 54985129475. 54515076942. 53184435747. 51795961794.
 51727997011. 49750953672. 49869464828. 48398398928. 47852583517. 46983705579. 45788312729. 46006152855. 44537237823. 44751587480.
 43742297919. 43362385664. 42976213000. 43111183346. 42382077886. 42063990076. 42118143897. 41872092087. 41893123861. 41365664761.
 41485668650. 41021159406. 41087758452. 40694403930. 40659554778. 40564224136. 40004843103. 40012730608. 39778213691. 39892941423.
 39674845593. 39151113329. 38922972749. 38887733394. 38949453000. 38692408449. 38312996061. 38508630453. 37826571728. 37878626531.
 37712703982. 37852391247. 37717421719. 38057800296. 38003632911. 38425652995. 37741382022. 38000092112. 38443131477. 38087167554.
 38173249105. 37827331759. 37884740874. 37781302113. 37601076525. 37283674702. 37182880314. 37072768802. 36899446677. 36999733011.
 37034649594. 36684918316. 36535395570. 36215029977. 36265047891. 35851052281. 35810617030. 35594078175. 35597242833. 35156830775.
 35253156761. 34878544243. 34676126554. 34863801958. 34593621228. 34490407378. 34577726299. 34266447094. 34024337773. 34110143250.
 33882831970. 33688102231. 33618743979. 33790485043. 33393636198. 33293692254. 33309828624. 32987869722. 33158104970. 32970942906.
 32741531803. 32718745491. 32327628307. 32429175900. 32370932789. 32248466908. 32049721171. 32044451947. 31978911134. 31685876691.
 31532737359. 31592581065. 31281828247. 31388153401. 31079529438. 31016471004. 31146175960. 30985647622. 30967747176. 31020142686.
 30513785771. 30353935725. 30644119330. 30344629088. 30390250101. 30021156283. 30202733455. 30138598741. 29664845122. 29996859400.
 29547765578. 29752866595. 29484227603. 29720528240. 29231647228. 29434424996. 29488658378. 29313944978. 28984018546. 29066905566.
 28892141231. 28811070010. 28925998445. 28656260555. 28702105876. 28582291946. 28648530892. 28135418838. 28259382602. 28292178040.
 28353592630. 28448574884. 27892572637. 28122654156. 28069560448. 28106945031. 27791793051. 27971213202. 27691211714. 27772378718.
