DMC, Unknown, Unknown , anngular mask: 5 deg.
lambda=  2.45010, T=   0.000, dT=  0.000, Date='2021-12-21 17:27:35'
   0.750   0.125 131.875 100000000., sample="Unknown"
 23287580664. 23744406849. 23607393559. 23888430754. 23917460818. 25375283434. 23600539088. 23935498825. 22661163838. 23182232621.
 22958512256. 22566340807. 22607867361. 22643910110. 22560395798. 24146201480. 22303890487. 22869249481. 23489738936. 23189753771.
 23284087117. 21964028896. 21775851305. 21959984145. 22346323983. 22508744931. 21901421664. 22456471994. 21456575919. 21790007175.
 21546219264. 22222057493. 22373631979. 21745298640. 21609993349. 21762609957. 22081210281. 22225369044. 21431571647. 21244166895.
 21359445674. 21739500466. 21030170050. 20521991878. 20923993901. 21079362898. 21652044385. 20716148109. 20606004338. 20330347071.
 20143532459. 19598349397. 19588245388. 19272475024. 18859111490. 18758903029. 18693130408. 18437687718. 19082624061. 19164591476.
 19072630301. 19381795108. 19337513950. 19236418014. 19602805198. 19753922828. 20521221127. 21244597358. 21853729831. 21987710379.
 21743714623. 21445103883. 21147949433. 20252781261. 19749022978. 19445063375. 19190693211. 19466909127. 18921928529. 19122068078.
 18801181907. 18914737187. 18916132890. 18829827100. 18870143716. 18715413293. 19096418785. 18915275622. 18846917962. 18870195210.
 18733967846. 18835656317. 19164812270. 19152063457. 19015537017. 18684964436. 18940902682. 19162195073. 19473213324. 19259716938.
 19654025369. 20165749340. 20331756558. 21685322253. 22731473797. 23370126640. 24038967207. 24030595673. 23312061584. 22769331914.
 22036483376. 21450651192. 21084466443. 19946116386. 19231158200. 18958028503. 19119979610. 19058910454. 19246631019. 19500541365.
 19190669627. 19724564035. 19732944872. 19696899140. 19414879179. 18886521806. 18581250713. 18275504558. 18233634767. 18362019685.
 18236594725. 18386821313. 18198025674. 18094194564. 18368361390. 17998218719. 18328948504. 18285334946. 18783411636. 19601200397.
 20109252247. 20655563168. 21260217729. 21094679427. 20476736382. 19382200544. 18698884483. 18093309960. 18063049745. 17955653753.
 18041260636. 18138187581. 18192373831. 18030180953. 18072491562. 18283173941. 18161622888. 18637287882. 19126233179. 19890403833.
 20622666854. 21052384342. 20882595771. 20749426122. 19882704444. 19259028558. 18452112445. 18179123724. 17919674713. 17925132313.
 17873347019. 17816019204. 17847513819. 17816788278. 17964089487. 17738545215. 18034478238. 17840975475. 17932594455. 18016997214.
 17743838048. 18072810506. 17812865894. 17740765579. 18000094608. 18409613282. 18535769450. 18947791465. 18906129100. 19035902229.
 19359269643. 19679933642. 20020342694. 20308835456. 20601606616. 20255600413. 19510047190. 18807867724. 18550098492. 18079339214.
 17813596322. 17753545983. 17923365931. 17778980346. 17846904785. 17729710432. 17734571447. 17619889023. 17740431803. 17888941268.
 17810332856. 18125192614. 18107560697. 18305313560. 18728353352. 19554669554. 20250391761. 21785275409. 22916905522. 23496885721.
 23901455827. 24521492395. 25684184183. 26140806264. 26778357768. 26211794552. 25842732499. 23485826700. 22672525472. 20973924826.
 19782826888. 19058722675. 18387410307. 18189478435. 17824721075. 17782534622. 17853867513. 17949143228. 17841026518. 18084315667.
 17822562556. 17772991476. 17681735386. 17691190896. 17789609362. 17658881826. 17943254515. 17649816777. 17910896446. 17787593135.
 17951720713. 18298898891. 18148987321. 18537704513. 18558835741. 18775752128. 19268890048. 19251887996. 19224883872. 19262024817.
 19136780665. 19555015809. 20299514084. 21713937949. 23065753495. 24567461720. 25266529298. 25248418290. 24037312505. 22380710917.
 21208133561. 19775331702. 18868856109. 18712344041. 18601017023. 18596537166. 18392282053. 18139418236. 18311583197. 18078084845.
 18223528144. 18193166660. 18205122512. 18467907547. 19065397653. 20063265457. 21057724529. 22348017133. 22660295094. 22776420150.
 22203802645. 21194698044. 20057692469. 19028747616. 18425600630. 17943741644. 17689115936. 17665678166. 17789935785. 17590568637.
 17699940527. 17741541110. 17839355158. 18096307858. 18476062670. 18917989906. 19681867928. 20699726174. 21346302311. 21779232609.
 21944660045. 21867162158. 20960654137. 20185239063. 19335582889. 18618445018. 18050319617. 17994609591. 17742412161. 17742098638.
 17613446246. 17484425830. 17401992505. 17427545606. 17623360561. 17828016856. 18087953217. 18569960062. 19269455116. 19671390432.
 20211565294. 20263559025. 20475965253. 20304503929. 20109006302. 19537537951. 19516389629. 19255611985. 19010879771. 18752561134.
 18504378463. 18354281256. 17831639827. 17720256946. 17588566981. 17280939662. 17247392398. 17197365021. 17074823779. 17052437152.
 17075902526. 17109231824. 17179433293. 17121155868. 17144116143. 17056688595. 17070649836. 17076880243. 17175131529. 17339457678.
 17481123264. 17479828719. 17954848313. 18066137137. 18189162107. 18656579091. 19194658171. 19886232592. 20722506202. 21476778497.
 22039166269. 22979254412. 23158307271. 23255095726. 23126594987. 22157703272. 21588442177. 20800339816. 19770059811. 19052562459.
 18491256440. 18216445434. 18030154107. 17989711831. 18003309790. 18102277354. 18233614700. 18318593920. 18560588593. 18856460085.
 19404378182. 19652961950. 19807824222. 20154512952. 20063247351. 19944141144. 19718973987. 19533230258. 19077418326. 19008763818.
 18865016472. 18669715730. 18746414662. 18790142639. 18975136180. 18820832719. 18741689985. 18734493217. 18486166924. 18247968347.
 18097410623. 17904144504. 17882056874. 17561837853. 17767828945. 17640464210. 17759072478. 17616045008. 17609745315. 17896189852.
 17977063689. 18064070223. 18270060576. 18238593281. 18446430836. 18536112254. 18644190167. 18516850537. 18329282285. 18303953594.
 18276599799. 18159951583. 17863072197. 17767871621. 17438470337. 17678344452. 17380652655. 17403900771. 17389574065. 17386653253.
 17419126800. 17352759127. 17716240035. 17841795926. 18360095418. 18745680079. 19311236362. 19959429114. 20081494397. 20428558486.
 20447018897. 20476848745. 20058815074. 19581996715. 19078312944. 18670085657. 18137655308. 17789138361. 17467149359. 17707615835.
 17580536772. 18052622667. 18375137696. 18275403004. 18607230138. 19011303541. 18920848711. 19199607559. 18999105270. 19242887803.
 19007753432. 19218908247. 19168331462. 19438680144. 19476121252. 19694306191. 19875649315. 20165836433. 20059140048. 20081991588.
 20024984476. 19961444095. 19685044328. 19599859330. 19287244419. 18729648812. 18542481329. 18359059968. 18141887720. 18057681947.
