DMC, Unknown, Unknown
lambda=  2.45010, T=   0.000, dT=  0.000, Date='2021-12-21 19:11:18'
   0.000   0.125 131.875 100000000., sample="Unknown"
 60904231024. 60814148231. 61734145701. 61269978330. 60542811442. 62731770363. 61804084112. 60142542347. 62047185917. 61427691058.
 60978132183. 61874452212. 61866639109. 61934406723. 61550658116. 62005337023. 62056596491. 61595057573. 61464795350. 61428860326.
 61187415907. 61149018686. 60513111666. 60480589583. 61040717668. 60354829883. 60351344586. 59705573540. 60157284947. 59863170551.
 59494905926. 58984794348. 59629438098. 58876088800. 58547818841. 58544009090. 58385633644. 57812055325. 58038077276. 57601110520.
 57742550678. 57326561382. 57234261100. 57180186221. 56856252748. 56583141340. 55946590777. 56381255579. 56067505544. 55575874193.
 55453303784. 55314449309. 55038876526. 54420195535. 53984548406. 53324344582. 52759661402. 52356972719. 50474670854. 49130317554.
 47838171656. 46442788936. 44634417468. 43937493865. 42488022354. 42184600794. 40840704754. 40503720662. 39349861093. 38467703167.
 38760542283. 37262377890. 37587646098. 36372681068. 36462070100. 35679707666. 35053060235. 34942838083. 33879902366. 33972687126.
 33266777657. 33089011289. 32880230459. 32901850856. 32267101423. 32471378986. 32220914343. 32320483769. 31998563122. 32131178016.
 31997359767. 31719607415. 31959171908. 31629283009. 31874286344. 31565868156. 31355420072. 31435465037. 31631919674. 31418669954.
 31321155880. 31163275500. 31110986654. 31073535746. 31180918179. 30875206172. 30990621577. 30915207142. 30712207586. 30655289870.
 30717173766. 30715976774. 30404140241. 30601063344. 30344025544. 30432872469. 30077571045. 30437636789. 30133797214. 30157719079.
 30127231796. 29923158146. 30173426403. 30115354039. 30268314274. 30195619999. 30191831283. 30373547154. 30147849561. 30108831702.
 30253723880. 29733337960. 29735257339. 29563209673. 29413518035. 29101351215. 29222312141. 29116652156. 29168006493. 29016591643.
 28948459990. 28947760992. 28938291511. 28928741111. 28792571367. 28853630435. 29054321813. 28886724978. 28882274633. 28836147356.
 28698709506. 28673297951. 28867364171. 28613371984. 28485625160. 28649273851. 28748587840. 28567686615. 28625702133. 28520515118.
 28536191307. 28743936515. 28574554031. 28449958693. 28645400085. 28599697802. 28573835919. 28919446923. 29242263077. 29491868374.
 29796731693. 29830213478. 29616657964. 29170313759. 28970190178. 28648001401. 28500285527. 28444443534. 28279024298. 28382848911.
 28145947411. 28017987021. 28050355011. 28185062576. 28147644937. 27813273445. 28021877229. 28127704042. 27882884672. 27875379936.
 28001727281. 28000525349. 27842154414. 28031471720. 27807427514. 27967661638. 27970766046. 28102506554. 27834213730. 27823052252.
 27721003280. 27889793774. 27809900384. 27849251780. 27811988006. 27827229616. 27980066257. 27764096554. 27949942883. 27989192238.
